SitID	HorID	Pick	Quality
102702	1000	363.63	1
102702	2000	        	-1
102702	3000	        	-1
102702	4000	        	-1
102702	5000	481.58	1
102702	6000	        	-1
102702	7000	501.09	1
102702	9000	508.1	3
102702	9500	508.1	3
102702	10000	512.06	1
102702	11000	518.16	1
102702	12000	518.16	1
102702	13000	518.16	1
102702	14000	536.45	1
102710	1000	388.32	1
102710	2000	        	-1
102710	3000	        	-1
102710	4000	        	-1
102710	5000	506.27	1
102710	6000	        	-1
102710	7000	527.3	1
102710	9000	534.01	2
102710	9500	534.01	2
102710	10000	539.5	1
102710	11000	546.2	2
102710	12000	546.2	2
102710	13000	546.2	2
102710	14000	548.64	2
102714	1000	377.95	1
102714	2000	        	-1
102714	3000	        	-1
102714	4000	        	-1
102714	5000	496.82	1
102714	6000	        	-1
102714	7000	518.16	1
102714	9000	524.87	3
102714	9500	524.87	3
102714	10000	528.83	1
102714	11000	534.62	2
102714	12000	534.62	2
102714	13000	534.62	2
102714	14000	561.44	1
102719	1000	378	1
102719	2000	        	-1
102719	3000	        	-1
102719	4000	        	-1
102719	5000	497	1
102719	6000	        	-1
102719	7000	516	1
102719	9000	522	3
102719	9500	522	3
102719	10000	525.5	1
102719	11000	        	0
102719	12000	        	0
102719	13000	        	0
102719	14000	535.5	1
102743	1000	307	1
102743	2000	        	-1
102743	3000	        	-1
102743	4000	        	-1
102743	5000	425	1
102743	6000	        	-1
102743	7000	443	1
102743	9000	450	2
102743	9500	450	2
102743	10000	452	1
102743	11000	        	0
102743	12000	        	0
102743	13000	        	0
102743	14000	459	1
102752	1000	387	1
102752	2000	        	-1
102752	3000	        	-1
102752	4000	        	-1
102752	5000	502.5	1
102752	6000	        	-1
102752	7000	520.5	1
102752	9000	525	1
102752	9500	525	1
102752	10000	530	1
102752	11000	        	0
102752	12000	        	0
102752	13000	        	0
102752	14000	533	1
102754	1000	386.18	1
102754	2000	        	-1
102754	3000	        	-1
102754	4000	        	-1
102754	5000	501.7	1
102754	6000	        	-1
102754	7000	522.12	1
102754	9000	527.3	1
102754	9500	527.3	1
102754	10000	531.57	1
102754	11000	534.01	2
102754	12000	534.01	2
102754	13000	534.01	2
102754	14000	552.3	1
102761	1000	353	1
102761	2000	        	-1
102761	3000	        	-1
102761	4000	        	-1
102761	5000	471.5	1
102761	6000	        	-1
102761	7000	487	1
102761	9000	490	2
102761	9500	504.5	1
102761	10000	        	0
102761	11000	        	0
102761	12000	        	0
102761	13000	        	0
102761	14000	505	1
102774	1000	352.5	1
102774	2000	        	-1
102774	3000	        	-1
102774	4000	        	-1
102774	5000	471	1
102774	6000	        	-1
102774	7000	489	1
102774	9000	495	2
102774	9500	495	2
102774	10000	500	1
102774	11000	        	0
102774	12000	        	0
102774	13000	        	0
102774	14000	504	1
102780	1000	402	1
102780	2000	        	-1
102780	3000	        	-1
102780	4000	        	-1
102780	5000	518	1
102780	6000	        	-1
102780	7000	537	1
102780	9000	543	1
102780	9500	543	1
102780	10000	546.55	1
102780	11000	        	0
102780	12000	        	0
102780	13000	        	0
102780	14000	548	1
102785	1000	382.5	1
102785	2000	        	-1
102785	3000	        	-1
102785	4000	        	-1
102785	5000	499.5	1
102785	6000	        	-1
102785	7000	518	1
102785	9000	525	1
102785	9500	525	1
102785	10000	528.5	1
102785	11000	535	2
102785	12000	535	2
102785	13000	535	2
102785	14000	549	1
102798	1000	358	1
102798	2000	        	-1
102798	3000	        	-1
102798	4000	        	-1
102798	5000	476	1
102798	6000	        	-1
102798	7000	494	1
102798	9000	499	1
102798	9500	499	1
102798	10000	504	1
102798	11000	        	0
102798	12000	        	0
102798	13000	        	0
102798	14000	507.5	1
102802	1000	358.44	1
102802	2000	        	-1
102802	3000	        	-1
102802	4000	        	-1
102802	5000	478.54	1
102802	6000	        	-1
102802	7000	498.65	1
102802	9000	507.49	1
102802	9500	507.49	1
102802	10000	513.28	1
102802	11000	519.99	2
102802	12000	519.99	2
102802	13000	519.99	2
102802	14000	553.52	1
103698	1000	393.5	1
103698	2000	        	-1
103698	3000	        	-1
103698	4000	        	-1
103698	5000	516	1
103698	6000	        	-1
103698	7000	537	2
103698	9000	        	0
103698	9500	        	0
103698	10000	542	3
103698	11000	544	3
103698	12000	544	3
103698	13000	544	1
103698	14000	630	1
103699	1000	419	1
103699	2000	        	-1
103699	3000	        	-1
103699	4000	        	-1
103699	5000	539	1
103699	6000	        	-1
103699	7000	562	2
103699	9000	564	2
103699	9500	564	2
103699	10000	566	2
103699	11000	572	1
103699	12000	572	1
103699	13000	572	1
103699	14000	658.5	1
103700	1000	360.5	1
103700	2000	        	-1
103700	3000	        	-1
103700	4000	        	-1
103700	5000	484	1
103700	6000	        	-1
103700	7000	508	2
103700	9000	        	0
103700	9500	        	0
103700	10000	512	2
103700	11000	514	2
103700	12000	514	2
103700	13000	514	2
103700	14000	603	1
103703	1000	398	1
103703	2000	        	-1
103703	3000	        	-1
103703	4000	        	-1
103703	5000	509	1
103703	6000	        	-1
103703	7000	532.5	2
103703	9000	        	0
103703	9500	        	0
103703	10000	537	2
103703	11000	541	2
103703	12000	541	2
103703	13000	541	2
103703	14000	627	1
103704	1000	399	1
103704	2000	        	-1
103704	3000	        	-1
103704	4000	        	-1
103704	5000	523	1
103704	6000	        	-1
103704	7000	544	2
103704	9000	        	0
103704	9500	        	0
103704	10000	550	2
103704	11000	552.5	2
103704	12000	552.5	2
103704	13000	552.5	2
103704	14000	626	1
103707	1000	353.5	1
103707	2000	        	-1
103707	3000	        	-1
103707	4000	        	-1
103707	5000	470	1
103707	6000	        	-1
103707	7000	493	2
103707	9000	497	1
103707	9500	497	1
103707	10000	504	2
103707	11000	507.5	1
103707	12000	507.5	1
103707	13000	507.5	1
103707	14000	574.5	1
103710	1000	390.5	1
103710	2000	        	-1
103710	3000	        	-1
103710	4000	        	-1
103710	5000	512.5	1
103710	6000	        	-1
103710	7000	537.5	2
103710	9000	540	3
103710	9500	540	3
103710	10000	542	2
103710	11000	546	2
103710	12000	546	2
103710	13000	546	2
103710	14000	616	1
103711	1000	380.5	1
103711	2000	        	-1
103711	3000	        	-1
103711	4000	        	-1
103711	5000	495	1
103711	6000	        	-1
103711	7000	519	2
103711	9000	521	3
103711	9500	521	3
103711	10000	523.5	2
103711	11000	528	1
103711	12000	528	1
103711	13000	528	1
103711	14000	598	1
103713	1000	403	1
103713	2000	        	-1
103713	3000	        	-1
103713	4000	        	-1
103713	5000	515	1
103713	6000	        	-1
103713	7000	540	2
103713	9000	542	3
103713	9500	542	3
103713	10000	548	2
103713	11000	552	1
103713	12000	552	1
103713	13000	552	1
103713	14000	610	1
103715	1000	372	1
103715	2000	        	-1
103715	3000	        	-1
103715	4000	        	-1
103715	5000	471.5	1
103715	6000	        	-1
103715	7000	499	3
103715	9000	502	3
103715	9500	502	3
103715	10000	508	2
103715	11000	511	1
103715	12000	511	1
103715	13000	511	1
103715	14000	577	1
103717	1000	345	1
103717	2000	        	-1
103717	3000	        	-1
103717	4000	        	-1
103717	5000	459.5	1
103717	6000	        	-1
103717	7000	486	2
103717	9000	489	3
103717	9500	492	3
103717	10000	495	2
103717	11000	497.5	1
103717	12000	497.5	1
103717	13000	497.5	1
103717	14000	563	1
103723	1000	373.5	1
103723	2000	        	-1
103723	3000	        	-1
103723	4000	        	-1
103723	5000	491	1
103723	6000	        	-1
103723	7000	527	3
103723	9000	        	0
103723	9500	        	0
103723	10000	529.5	2
103723	11000	531	1
103723	12000	531	1
103723	13000	531	1
103723	14000	590	1
103724	1000	358	1
103724	2000	        	-1
103724	3000	        	-1
103724	4000	        	-1
103724	5000	475.5	1
103724	6000	        	-1
103724	7000	504	2
103724	9000	        	0
103724	9500	        	0
103724	10000	507	2
103724	11000	510.5	2
103724	12000	510.5	2
103724	13000	510.5	2
103724	14000	580	1
103729	1000	353	1
103729	2000	        	-1
103729	3000	        	-1
103729	4000	        	-1
103729	5000	471	1
103729	6000	        	-1
103729	7000	492.5	2
103729	9000	496	3
103729	9500	496	3
103729	10000	500	3
103729	11000	502	1
103729	12000	502	1
103729	13000	502	1
103729	14000	556.5	1
103730	1000	337.5	1
103730	2000	        	-1
103730	3000	        	-1
103730	4000	        	-1
103730	5000	456.5	1
103730	6000	        	-1
103730	7000	482	2
103730	9000	486	3
103730	9500	486	3
103730	10000	492	3
103730	11000	494	1
103730	12000	494	1
103730	13000	494	1
103730	14000	555	1
103732	1000	342.5	1
103732	2000	        	-1
103732	3000	        	-1
103732	4000	        	-1
103732	5000	458.5	1
103732	6000	        	-1
103732	7000	480	2
103732	9000	483	2
103732	9500	483	2
103732	10000	487.5	2
103732	11000	490	1
103732	12000	490	1
103732	13000	490	1
103732	14000	550.5	1
103734	1000	367.5	1
103734	2000	        	-1
103734	3000	        	-1
103734	4000	        	-1
103734	5000	489	1
103734	6000	        	-1
103734	7000	516	2
103734	9000	519	3
103734	9500	519	3
103734	10000	523	2
103734	11000	523	3
103734	12000	523	3
103734	13000	523	3
103734	14000	600	1
103738	1000	351	2
103738	2000	        	-1
103738	3000	        	-1
103738	4000	        	-1
103738	5000	459	1
103738	6000	        	-1
103738	7000	482	2
103738	9000	485	3
103738	9500	485	3
103738	10000	489.5	1
103738	11000	492	1
103738	12000	492	1
103738	13000	492	1
103738	14000	547.5	1
103742	1000	361	1
103742	2000	        	-1
103742	3000	        	-1
103742	4000	        	-1
103742	5000	482	1
103742	6000	        	-1
103742	7000	504	2
103742	9000	508	3
103742	9500	508	3
103742	10000	513	1
103742	11000	513	1
103742	12000	513	1
103742	13000	513	1
103742	14000	576	1
103744	1000	338	1
103744	2000	        	-1
103744	3000	        	-1
103744	4000	        	-1
103744	5000	458	1
103744	6000	        	-1
103744	7000	478	2
103744	9000	482	3
103744	9500	482	3
103744	10000	487.5	1
103744	11000	487.5	1
103744	12000	487.5	1
103744	13000	487.5	1
103744	14000	548	1
103746	1000	366.5	1
103746	2000	        	-1
103746	3000	        	-1
103746	4000	        	-1
103746	5000	486	1
103746	6000	        	-1
103746	7000	506	2
103746	9000	510	3
103746	9500	510	3
103746	10000	515	1
103746	11000	515	1
103746	12000	515	1
103746	13000	515	1
103746	14000	573	1
103748	1000	398	1
103748	2000	        	-1
103748	3000	        	-1
103748	4000	        	-1
103748	5000	521.5	1
103748	6000	        	-1
103748	7000	542	3
103748	9000	545	3
103748	9500	545	3
103748	10000	551.5	1
103748	11000	556.5	2
103748	12000	556.5	2
103748	13000	556.5	2
103748	14000	606	1
103749	1000	525	1
103749	2000	        	-1
103749	3000	        	-1
103749	4000	        	-1
103749	5000	650	1
103749	6000	        	-1
103749	7000	668	2
103749	9000	671.5	2
103749	9500	671.5	2
103749	10000	678.5	3
103749	11000	682.5	2
103749	12000	682.5	2
103749	13000	682.5	2
103749	14000	730	1
103751	1000	389	1
103751	2000	        	-1
103751	3000	        	-1
103751	4000	        	-1
103751	5000	518	1
103751	6000	        	-1
103751	7000	540.5	3
103751	9000	544.5	3
103751	9500	544.5	3
103751	10000	548	1
103751	11000	554	2
103751	12000	554	2
103751	13000	554	2
103751	14000	590	1
103752	1000	455	1
103752	2000	        	-1
103752	3000	        	-1
103752	4000	        	-1
103752	5000	575	1
103752	6000	        	-1
103752	7000	597	2
103752	9000	602	3
103752	9500	602	3
103752	10000	604	1
103752	11000	610	1
103752	12000	610	1
103752	13000	610	1
103752	14000	659	1
103753	1000	301	1
103753	2000	        	-1
103753	3000	        	-1
103753	4000	        	-1
103753	5000	422.5	1
103753	6000	        	-1
103753	7000	441	2
103753	9000	445	2
103753	9500	445	2
103753	10000	450.5	1
103753	11000	455	2
103753	12000	455	2
103753	13000	455	2
103753	14000	481	1
103756	1000	310	1
103756	2000	        	-1
103756	3000	        	-1
103756	4000	        	-1
103756	5000	        	-1
103756	6000	        	-1
103756	7000	454	1
103756	9000	457	2
103756	9500	457	2
103756	10000	463	1
103756	11000	469	3
103756	12000	469	3
103756	13000	469	3
103756	14000	500	1
103757	1000	310	1
103757	2000	        	-1
103757	3000	        	-1
103757	4000	        	-1
103757	5000	434	1
103757	6000	        	-1
103757	7000	454	1
103757	9000	458	3
103757	9500	458	3
103757	10000	463	2
103757	11000	469	2
103757	12000	469	2
103757	13000	469	2
103757	14000	500	1
103759	1000	290	1
103759	2000	        	-1
103759	3000	        	-1
103759	4000	        	-1
103759	5000	414	1
103759	6000	        	-1
103759	7000	431.5	1
103759	9000	435.5	2
103759	9500	435.5	2
103759	10000	438	2
103759	11000	446	2
103759	12000	446	2
103759	13000	446	2
103759	14000	469	1
103775	1000	306	1
103775	2000	        	-1
103775	3000	        	-1
103775	4000	        	-1
103775	5000	430	1
103775	6000	        	-1
103775	7000	448	1
103775	9000	452	1
103775	9500	452	1
103775	10000	458	1
103775	11000	465	1
103775	12000	465	1
103775	13000	465	1
103775	14000	480	3
103784	1000	307.85	1
103784	2000	        	-1
103784	3000	        	-1
103784	4000	        	-1
103784	5000	434.64	1
103784	6000	        	-1
103784	7000	454.15	1
103784	9000	458.42	2
103784	9500	458.42	2
103784	10000	464.52	2
103784	11000	470	3
103784	12000	470	3
103784	13000	470	3
103784	14000	493.78	2
103787	1000	282.24	1
103787	2000	        	-1
103787	3000	        	-1
103787	4000	        	-1
103787	5000	421.84	1
103787	6000	        	-1
103787	7000	439.83	1
103787	9000	444.4	2
103787	9500	444.4	2
103787	10000	450.19	1
103787	11000	456.59	3
103787	12000	456.59	3
103787	13000	456.59	3
103787	14000	480.36	1
103796	1000	295.05	1
103796	2000	        	-1
103796	3000	        	-1
103796	4000	        	-1
103796	5000	421.23	1
103796	6000	        	-1
103796	7000	440.44	1
103796	9000	446.53	2
103796	9500	446.53	2
103796	10000	449.88	1
103796	11000	457.2	2
103796	12000	457.2	2
103796	13000	457.2	2
103796	14000	472.44	1
103809	1000	300.23	1
103809	2000	        	-1
103809	3000	        	-1
103809	4000	        	-1
103809	5000	422.45	1
103809	6000	        	-1
103809	7000	441.35	1
103809	9000	446.84	2
103809	9500	446.84	2
103809	10000	450.49	1
103809	11000	457.2	1
103809	12000	457.2	1
103809	13000	457.2	1
103809	14000	467.56	2
103834	1000	299.31	1
103834	2000	        	-1
103834	3000	        	-1
103834	4000	        	-1
103834	5000	420.62	1
103834	6000	        	-1
103834	7000	440.74	1
103834	9000	448.97	2
103834	9500	448.97	2
103834	10000	452.02	1
103834	11000	458.42	1
103834	12000	458.42	1
103834	13000	458.42	1
103834	14000	473.96	3
103852	1000	310.29	1
103852	2000	        	-1
103852	3000	        	-1
103852	4000	        	-1
103852	5000	423.67	1
103852	6000	        	-1
103852	7000	441.66	1
103852	9000	449.28	3
103852	9500	449.28	3
103852	10000	452.32	2
103852	11000	458.11	1
103852	12000	458.11	1
103852	13000	458.11	1
103852	14000	472.44	2
103855	1000	289	1
103855	2000	        	-1
103855	3000	        	-1
103855	4000	        	-1
103855	5000	415	1
103855	6000	        	-1
103855	7000	433	1
103855	9000	440	2
103855	9500	440	2
103855	10000	445	1
103855	11000	452	1
103855	12000	452	1
103855	13000	452	1
103855	14000	        	-1
103857	1000	265.79	1
103857	2000	        	-1
103857	3000	        	-1
103857	4000	        	-1
103857	5000	393.19	1
103857	6000	        	-1
103857	7000	409.96	1
103857	9000	418.8	2
103857	9500	418.8	2
103857	10000	422.15	1
103857	11000	429.16	1
103857	12000	429.16	1
103857	13000	429.16	1
103857	14000	455.98	1
103868	1000	277.67	1
103868	2000	        	-1
103868	3000	        	-1
103868	4000	        	-1
103868	5000	406.6	2
103868	6000	        	-1
103868	7000	423.37	1
